SkierID,gender,Select_All_That_Apply
30742,m,"sbasn, powmo, sbird, parkc, canyo"
30743,m,"altax, parkc, canyo"
30744,m,"parkc, deerv, canyo"
30745,f,"beavm, sbasn, solit, sbird, altax"
30746,f,"powmo, solit, sbird, altax, canyo"
30747,m,"sbasn, brton, altax"
30748,m,"deerv, canyo"
30749,m,"brton, sbird, altax"
30750,f,"sbasn, sbird, altax"
30751,m,"sbasn, parkc, deerv, canyo"
30752,f,"solit, altax"
30753,m,"sbird, altax, canyo"
30754,f,"solit, brton"
30755,m,"sbasn, sbird, parkc, deerv"
30756,f,"beavm, sbasn"
30757,f,"parkc, canyo"
30758,m,"sbasn, powmo, solit"
30759,m,"powmo, solit, sbird, altax"
30760,f,"solit, brton"
30761,f,"beavm, powmo, sbird"
30762,f,"parkc, deerv, canyo"
30764,f,"powmo, altax, parkc"
30765,m,"sbasn, brton"
30766,m,"parkc, deerv, canyo"
30767,f,"parkc, deerv, canyo"
30768,m,"beavm, sbasn, sbird"
30769,f,"sbasn, sbird, altax"
30770,f,"sbasn, brton, parkc"
30771,f,"sbird, altax"
30772,f,"sbird, altax"
30773,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, canyo"
30774,m,altax
30775,m,"parkc, deerv, canyo"
30776,m,"beavm, powmo, solit, sbird, altax"
30777,m,"brton, altax, deerv, canyo"
30778,m,brton
30779,m,"powmo, solit"
30780,f,"sbird, altax"
30781,f,"sbasn, powmo, solit, brton, sbird, parkc, deerv"
30782,f,"powmo, altax"
30783,m,brton
30784,m,"beavm, powmo, solit, sbird, altax"
30785,m,"powmo, solit, sbird"
30786,f,"sbird, canyo"
30787,m,"sbasn, parkc, deerv, canyo"
30788,m,"sbird, altax"
30789,m,canyo
30790,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv"
30791,f,"solit, sbird, parkc, canyo"
30792,m,"solit, sbird, altax, canyo"
30793,f,"beavm, powmo, deerv"
30794,m,powmo
30795,f,"brton, sbird"
30796,m,"parkc, deerv, canyo"
30797,m,"sbasn, powmo"
30798,f,"sbasn, solit, brton"
30799,m,"parkc, deerv, canyo"
30800,f,sbird
30801,m,powmo
30802,m,"altax, parkc, deerv, canyo"
30803,f,"sbasn, powmo"
30804,m,"solit, sbird, altax"
30805,f,"powmo, solit, sbird, altax"
30806,m,"sbasn, powmo, solit"
30807,f,"sbasn, powmo, parkc"
30808,f,"parkc, deerv, canyo"
30809,m,solit
30810,f,"solit, altax, parkc, deerv"
30811,m,"sbird, altax"
30812,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
30813,m,"sbasn, powmo, altax"
30814,m,sbird
30815,f,"parkc, deerv, canyo"
30816,m,"powmo, solit, sbird, altax"
30817,f,"solit, sbird"
30818,m,"powmo, solit, sbird, altax"
30819,f,"solit, sbird, altax"
30820,f,"solit, sbird, altax"
30821,m,"sbasn, solit"
30822,m,"sbasn, powmo, solit, sbird, altax"
30823,f,altax
30824,f,"brton, altax"
30825,f,"solit, brton, sbird"
30826,f,"solit, brton, sbird, parkc, deerv, canyo"
30827,m,"powmo, solit, sbird, altax"
30828,m,"solit, sbird, altax"
30829,m,"solit, brton, altax"
30830,m,brton
30831,f,"beavm, sbasn, powmo, solit, sbird, altax"
30832,f,"powmo, solit, brton, altax"
30833,f,"sbird, altax"
30834,m,"powmo, solit, sbird, altax"
30835,f,"sbasn, brton, altax"
30836,f,"sbasn, powmo, solit, sbird, altax, parkc"
30837,m,"powmo, sbird"
30838,m,"sbird, altax"
30839,f,"parkc, deerv, canyo"
30840,f,"parkc, deerv, canyo"
30841,m,"sbasn, parkc, deerv, canyo"
30842,m,"powmo, solit, brton, parkc, deerv, canyo"
30843,m,"sbird, altax, canyo"
30844,f,"sbasn, solit, sbird, altax"
30845,f,"beavm, sbasn, powmo, solit, brton, altax, parkc, canyo"
30846,m,"powmo, solit, sbird, altax, deerv"
30847,m,"beavm, sbasn, powmo, parkc"
30848,f,"sbasn, canyo"
30849,f,"sbird, altax, parkc"
30850,f,"parkc, deerv, canyo"
30851,f,"parkc, deerv, canyo"
30852,f,"sbird, parkc, deerv, canyo"
30853,m,"beavm, powmo, altax"
30854,f,"solit, sbird, altax"
30855,f,"powmo, solit, sbird, altax"
30856,m,"sbasn, powmo, brton, parkc"
30857,m,"powmo, sbird, parkc, deerv"
30858,f,"brton, parkc, canyo"
30859,m,"powmo, sbird, altax"
30860,f,"sbasn, powmo"
30861,f,"powmo, solit, sbird"
30862,f,"parkc, deerv, canyo"
30863,m,"parkc, canyo"
30864,m,"solit, sbird, altax"
30865,f,"sbasn, brton"
30866,f,"sbasn, solit, brton, sbird, parkc"
30867,f,"powmo, solit"
30868,f,"sbasn, solit, altax"
30869,f,"parkc, deerv, canyo"
30870,m,"sbasn, parkc, deerv, canyo"
30871,m,"sbird, altax, parkc"
30872,m,"sbasn, powmo"
30873,f,"parkc, deerv, canyo"
30874,f,"sbasn, parkc, deerv, canyo"
30875,m,brton
30876,m,"powmo, solit, sbird, altax"
30877,f,"powmo, sbird"
30878,m,"altax, parkc, deerv, canyo"
30879,f,"parkc, deerv, canyo"
30880,m,"deerv, canyo"
30881,f,"solit, sbird, altax"
30882,f,"sbird, altax"
30883,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
30884,f,"beavm, sbasn, powmo, altax"
30885,m,"powmo, solit, sbird"
30886,m,"powmo, sbird"
30887,f,"beavm, sbird"
30888,f,"solit, brton, deerv, canyo"
30889,m,"beavm, powmo, altax"
30890,f,"sbasn, parkc, deerv, canyo"
30891,m,"parkc, deerv, canyo"
30892,m,"solit, brton"
30893,m,"powmo, solit, sbird, altax"
30894,m,"solit, brton, altax, parkc"
30895,m,"sbasn, powmo, altax, canyo"
30896,m,"sbird, altax"
30897,m,"sbird, altax"
30898,f,"sbird, altax"
30899,m,"brton, sbird, deerv"
30900,f,"brton, sbird"
30901,m,"sbird, parkc, canyo"
30902,m,"powmo, sbird, altax, parkc"
30903,m,"sbasn, powmo, solit, sbird, altax"
30904,m,"sbasn, solit, brton, parkc, deerv"
30905,f,powmo
30906,f,brton
30907,m,"parkc, deerv, canyo"
30908,f,"sbird, canyo"
30909,f,"parkc, deerv, canyo"
30910,m,"powmo, deerv"
30911,f,"sbasn, altax, parkc, deerv, canyo"
30912,f,"sbird, altax"
30913,m,"deerv, canyo"
30914,f,"sbasn, solit, brton"
30915,f,parkc
30916,m,"sbird, altax, deerv"
30917,m,"solit, altax, parkc"
30918,m,"powmo, solit, sbird, altax"
30919,m,"parkc, deerv, canyo"
30920,m,"sbird, parkc"
30921,m,"parkc, deerv, canyo"
30922,m,"sbasn, solit, parkc, deerv, canyo"
30923,m,"powmo, sbird, deerv, canyo"
30924,f,"sbasn, powmo, sbird"
30925,m,"sbasn, sbird, altax"
30926,m,"powmo, sbird, deerv"
30927,m,"powmo, solit, sbird, altax"
30928,f,"sbird, altax"
30929,m,"solit, sbird, altax"
30930,f,"solit, brton"
30931,f,powmo
30932,m,"powmo, brton"
30933,m,"sbasn, brton, sbird, altax, deerv"
30934,m,"parkc, deerv, canyo"
30935,f,"powmo, sbird"
30936,m,"powmo, solit, sbird"
30937,f,"solit, brton, sbird, altax"
30938,m,"solit, brton, deerv"
30939,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv"
30940,m,powmo
30941,f,"sbasn, brton, sbird"
30942,m,"beavm, sbasn, powmo, solit, parkc"
30943,f,"deerv, canyo"
30944,f,"sbasn, powmo, sbird, altax"
30945,f,"sbird, altax"
30946,m,"solit, brton"
30947,m,"sbird, altax"
30948,f,"sbasn, powmo"
30949,m,"powmo, solit, sbird, altax"
30950,f,"sbasn, parkc, deerv, canyo"
30951,f,"sbird, altax"
30952,m,"beavm, sbasn, powmo"
30953,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
30955,m,"solit, brton, deerv"
30956,f,"brton, sbird, parkc"
30957,m,"altax, parkc, deerv, canyo"
30958,f,"parkc, deerv, canyo"
30959,m,"sbird, parkc"
30960,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv"
30961,m,"beavm, sbasn"
30962,m,"sbird, altax, deerv"
30963,m,"beavm, powmo, sbird"
30964,m,"beavm, sbasn, powmo"
30965,m,"beavm, sbasn, deerv"
30966,m,"sbasn, sbird, altax"
30967,f,"sbird, altax"
30968,m,"deerv, canyo"
30969,f,"beavm, sbasn, powmo"
30970,f,"solit, brton"
30971,f,powmo
30972,f,"beavm, powmo, brton, sbird, altax, parkc, deerv"
30973,m,"beavm, sbasn, powmo, deerv"
30974,m,"solit, brton, altax, deerv"
30975,m,"sbasn, solit, sbird, altax"
30976,m,"powmo, parkc"
30977,f,"sbasn, powmo, solit, sbird, altax"
30978,f,"sbasn, parkc, deerv, canyo"
30979,f,"parkc, deerv, canyo"
30980,f,"solit, sbird"
30981,m,"sbasn, powmo, altax"
30982,m,"sbird, altax"
30983,f,"sbasn, powmo, sbird, altax"
30984,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
30985,m,"sbasn, powmo"
30986,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
30987,f,"solit, brton"
30988,m,"solit, altax, parkc, deerv"
30990,m,"sbasn, powmo, sbird, altax"
30991,m,"powmo, solit, altax"
30992,f,"sbasn, powmo, solit, sbird, altax"
30993,m,"deerv, canyo"
30994,f,"sbasn, sbird, altax"
30995,f,"solit, sbird, altax"
30996,m,brton
30997,m,"parkc, deerv, canyo"
30998,f,"parkc, deerv, canyo"
30999,f,"sbird, altax"
31000,m,"parkc, deerv, canyo"
31001,m,"sbasn, powmo"
31002,m,"solit, parkc"
31003,m,"sbird, altax"
31004,m,"sbasn, powmo"
31005,m,"solit, brton, sbird, altax, canyo"
31006,f,"beavm, sbasn, powmo, brton, sbird, altax, deerv, canyo"
31007,f,"sbasn, powmo"
31008,m,"parkc, deerv, canyo"
31009,f,canyo
31010,m,"beavm, powmo"
31011,m,"sbasn, powmo"
31012,m,"parkc, deerv, canyo"
31013,m,"brton, altax, parkc, deerv, canyo"
31014,f,"powmo, sbird, altax"
31015,m,"sbasn, altax, parkc, deerv, canyo"
31016,m,"parkc, deerv, canyo"
31017,f,"brton, sbird, parkc, canyo"
31018,f,"powmo, sbird, altax"
31019,f,"powmo, solit, sbird, altax"
31020,f,brton
31021,f,"sbird, altax"
31022,m,"solit, altax"
31023,f,"brton, sbird, altax, deerv, canyo"
31024,m,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31025,f,solit
31026,m,"sbird, altax"
31027,m,"beavm, powmo, deerv"
31028,f,solit
31029,f,"sbasn, powmo, solit, sbird, parkc, deerv"
31031,f,"beavm, sbasn, powmo"
31032,f,"deerv, canyo"
31033,m,"powmo, solit, altax"
31034,f,"parkc, deerv, canyo"
31035,f,"parkc, deerv, canyo"
31036,f,brton
31038,m,"sbasn, powmo, brton, sbird, deerv, canyo"
31039,m,"sbasn, powmo"
31040,m,"beavm, sbasn, powmo, sbird, parkc"
31041,m,"sbasn, solit, sbird, altax"
31042,f,"parkc, deerv"
31043,m,powmo
31044,f,"sbasn, solit, sbird, altax"
31045,m,"powmo, solit, sbird"
31046,m,"powmo, solit, brton, sbird, altax"
31047,f,"altax, canyo"
31048,f,"brton, altax, parkc, deerv, canyo"
31049,f,"powmo, deerv"
31050,m,"sbasn, powmo, parkc"
31051,m,"sbasn, parkc, deerv, canyo"
31052,f,"sbasn, powmo"
31053,m,"sbasn, solit, sbird, altax, canyo"
31055,m,brton
31056,m,"powmo, solit, sbird, altax"
31057,f,solit
31058,m,"powmo, brton"
31059,f,"sbasn, powmo, solit, sbird, altax"
31060,m,"sbasn, powmo, solit, sbird"
31061,m,brton
31062,m,"solit, sbird"
31063,m,"sbird, altax"
31064,m,"sbasn, powmo, altax"
31065,f,"parkc, deerv, canyo"
31066,f,"brton, parkc, canyo"
31067,m,"beavm, sbasn, sbird"
31068,m,canyo
31069,f,"powmo, sbird, altax, deerv"
31070,m,"sbasn, powmo, sbird, altax"
31071,m,"solit, altax"
31072,m,"beavm, sbasn, powmo"
31073,f,"sbird, altax, canyo"
31074,f,"brton, sbird, altax"
31075,m,"sbasn, sbird, altax"
31076,m,"sbasn, powmo, brton, parkc"
31077,f,"sbasn, powmo, solit, sbird, altax"
31078,f,"sbasn, solit, brton, sbird"
31079,m,"sbasn, parkc, deerv"
31080,f,"sbasn, powmo, brton"
31081,f,"parkc, deerv, canyo"
31083,f,"sbasn, powmo, altax, deerv"
31084,f,"beavm, sbasn, powmo"
31085,m,"sbasn, powmo"
31086,f,"sbird, altax, parkc, deerv, canyo"
31087,f,"sbasn, solit, brton, sbird, deerv"
31088,f,"sbird, altax"
31089,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31090,f,"sbird, altax"
31091,f,"sbasn, powmo, solit, sbird, altax"
31092,f,"beavm, sbasn, powmo, altax, canyo"
31093,f,"altax, parkc, deerv"
31094,f,"brton, sbird, canyo"
31095,m,"sbird, parkc, deerv, canyo"
31096,m,"sbasn, powmo, solit, sbird"
31097,m,"sbasn, parkc, deerv, canyo"
31098,m,"beavm, sbasn, powmo, canyo"
31099,m,"parkc, deerv, canyo"
31100,m,"beavm, sbasn, powmo"
31101,f,"solit, brton, sbird, altax, parkc, canyo"
31102,f,solit
31103,f,"beavm, sbasn, powmo, solit, brton, altax, parkc"
31104,f,"altax, deerv, canyo"
31105,f,"parkc, deerv, canyo"
31106,f,"solit, brton"
31107,f,"sbird, altax"
31108,m,"beavm, sbasn"
31109,f,"sbasn, parkc, deerv"
31110,f,"solit, brton, altax"
31111,m,"powmo, solit, sbird"
31112,f,"parkc, deerv, canyo"
31113,m,"powmo, sbird, parkc"
31114,f,"sbird, parkc, deerv, canyo"
31115,f,beavm
31116,f,"beavm, sbasn, powmo"
31117,m,"sbasn, sbird, altax"
31118,f,"sbird, altax"
31119,f,"sbasn, powmo, solit, brton, sbird, altax, parkc, canyo"
31120,f,"sbasn, powmo, solit, sbird, altax"
31121,f,"beavm, powmo, parkc"
31122,f,sbird
31123,f,"solit, altax, deerv"
31124,f,"beavm, sbasn, powmo"
31125,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv"
31126,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31127,m,"brton, altax"
31128,m,"sbird, altax, parkc"
31129,f,"beavm, sbasn, powmo"
31130,f,"powmo, sbird, altax"
31131,m,"solit, parkc, deerv, canyo"
31132,f,"parkc, deerv, canyo"
31133,f,"sbird, altax"
31134,m,"beavm, sbasn, parkc"
31135,m,"beavm, powmo"
31136,m,"sbasn, powmo, sbird, altax"
31137,m,"sbasn, powmo, solit, sbird, altax"
31138,m,"solit, brton, altax, canyo"
31139,m,"solit, sbird, altax"
31140,f,"sbasn, powmo, sbird, altax, parkc"
31141,m,"sbasn, powmo, altax, parkc"
31142,f,beavm
31143,f,"beavm, powmo, sbird, altax"
31144,f,"powmo, solit, brton, parkc"
31145,m,"sbasn, altax"
31146,f,"parkc, deerv, canyo"
31147,m,"sbasn, powmo, sbird, parkc"
31148,m,brton
31149,f,"powmo, brton, sbird, altax, parkc, canyo"
31150,m,"sbasn, powmo"
31151,m,"parkc, deerv, canyo"
31152,f,"sbasn, powmo, solit, parkc"
31153,f,"beavm, sbasn, powmo, sbird, deerv"
31154,f,"sbird, altax"
31155,m,"beavm, sbasn, powmo"
31156,m,"parkc, deerv, canyo"
31157,f,"sbasn, powmo, brton"
31158,f,"brton, sbird, parkc"
31159,m,"sbasn, powmo, sbird"
31160,m,"parkc, deerv"
31161,m,"solit, parkc, canyo"
31162,m,"parkc, deerv, canyo"
31163,f,"solit, brton, altax, parkc, deerv"
31164,f,powmo
31165,f,"sbasn, altax, deerv"
31166,m,"solit, brton, sbird, deerv"
31167,m,"beavm, sbasn, powmo"
31168,m,powmo
31169,f,"sbird, altax"
31170,m,"powmo, sbird, altax"
31171,m,"sbasn, powmo, altax"
31172,f,"sbasn, powmo, solit"
31173,m,"sbird, altax, parkc, deerv, canyo"
31174,m,"beavm, sbasn"
31175,f,"beavm, parkc"
31176,f,canyo
31177,m,"sbasn, powmo, altax"
31178,f,powmo
31179,m,"sbasn, powmo, sbird, altax"
31180,m,"powmo, solit, sbird, altax"
31181,f,"sbasn, sbird, altax"
31182,m,powmo
31183,m,"beavm, sbasn, powmo, brton, sbird, altax, parkc, deerv, canyo"
31184,m,"powmo, altax"
31185,m,"solit, brton"
31186,f,"sbasn, powmo"
31187,f,"sbasn, powmo"
31188,m,"sbasn, powmo, solit"
31189,m,"sbasn, powmo"
31190,m,"sbasn, powmo"
31191,m,"parkc, deerv, canyo"
31192,m,"beavm, powmo"
31193,m,"sbird, altax"
31194,m,"brton, altax"
31195,m,"sbasn, powmo, solit, sbird, altax"
31196,f,"solit, sbird"
31197,f,"sbasn, powmo"
31198,f,"solit, sbird, altax"
31199,m,"sbasn, powmo, solit, sbird, altax"
31200,f,"sbasn, altax, parkc"
31201,m,"sbasn, parkc, deerv, canyo"
31202,f,"powmo, sbird, altax"
31203,f,"beavm, sbasn, powmo"
31204,m,"sbasn, parkc, deerv, canyo"
31205,m,"sbasn, powmo, brton, parkc, canyo"
31206,m,"solit, sbird, parkc, canyo"
31207,m,"sbird, altax"
31208,f,"sbird, altax"
31209,m,"sbird, parkc, deerv, canyo"
31210,f,"parkc, deerv, canyo"
31211,m,"sbird, altax"
31212,f,"sbird, parkc, deerv, canyo"
31213,f,"beavm, powmo, solit, sbird"
31214,m,"parkc, canyo"
31215,f,"sbasn, powmo"
31216,f,"sbasn, powmo, solit, canyo"
31217,m,"sbasn, powmo"
31218,f,"sbasn, powmo, solit, sbird, altax"
31219,m,"powmo, solit, altax"
31220,m,"sbasn, powmo"
31221,f,"sbird, altax, parkc, deerv, canyo"
31222,f,"sbasn, powmo"
31223,m,"sbasn, solit, sbird, altax"
31224,m,"sbasn, powmo"
31225,f,"powmo, solit, sbird, deerv, canyo"
31226,m,"parkc, deerv, canyo"
31227,m,"sbasn, powmo, solit, sbird, altax"
31228,f,"sbird, altax"
31229,f,"beavm, sbasn, powmo"
31230,m,"sbasn, solit, sbird, altax, parkc"
31231,f,"sbasn, powmo, solit, brton, altax"
31232,m,beavm
31233,f,"sbasn, powmo"
31234,f,"sbasn, parkc, deerv, canyo"
31235,f,"sbasn, brton, deerv"
31236,m,"sbird, altax"
31237,f,"beavm, powmo, solit, altax, canyo"
31238,m,"beavm, powmo"
31239,f,"parkc, deerv, canyo"
31240,f,"sbasn, solit, brton, sbird, altax"
31241,f,"altax, deerv"
31242,m,"parkc, deerv, canyo"
31243,f,"brton, altax, parkc, deerv"
31244,m,"brton, altax, parkc, deerv, canyo"
31245,f,"solit, brton, altax"
31246,m,"sbasn, powmo, solit, sbird, altax"
31247,m,"sbasn, powmo, sbird, altax"
31248,m,"solit, brton, sbird, altax"
31249,m,"sbasn, powmo, sbird, altax, parkc, canyo"
31250,f,"powmo, solit, sbird, altax, parkc, canyo"
31251,f,"sbasn, altax, canyo"
31252,m,"powmo, canyo"
31253,m,"sbasn, solit, sbird, altax"
31254,f,"sbasn, sbird"
31255,f,"sbasn, powmo, solit, brton, sbird, altax"
31256,m,"beavm, sbasn, canyo"
31257,f,"sbasn, powmo, sbird, deerv"
31258,f,"solit, brton, sbird, parkc, deerv"
31259,m,"altax, parkc, canyo"
31260,f,"powmo, brton, parkc"
31261,m,"beavm, powmo, solit, sbird, altax"
31262,f,"sbird, altax"
31263,m,"solit, brton"
31264,m,"sbasn, powmo, solit, altax, deerv"
31265,m,"powmo, solit, sbird, altax"
31266,f,"solit, sbird, altax"
31267,m,"sbasn, brton, sbird, deerv, canyo"
31268,m,"sbasn, solit, brton, altax"
31269,m,"beavm, sbasn, powmo, parkc"
31270,m,"sbasn, brton"
31271,m,"powmo, brton, altax"
31272,f,powmo
31273,f,"sbasn, powmo"
31274,m,"sbird, altax, parkc, deerv, canyo"
31275,m,"powmo, brton, altax, deerv"
31276,m,"parkc, deerv, canyo"
31277,m,"powmo, sbird, altax"
31278,m,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31279,f,"sbasn, powmo, solit, sbird"
31280,m,"sbasn, sbird"
31281,f,"parkc, deerv, canyo"
31282,m,"sbasn, powmo, sbird"
31283,m,"powmo, sbird"
31284,m,"solit, sbird, altax"
31285,m,"sbird, altax"
31286,f,"powmo, sbird, altax"
31287,m,"beavm, sbasn, powmo"
31288,m,"solit, brton, parkc, canyo"
31289,m,"sbasn, powmo, altax, parkc"
31290,f,"sbird, altax"
31291,f,powmo
31292,m,"sbasn, powmo, solit, altax"
31293,m,"powmo, deerv"
31294,m,"powmo, solit, sbird, altax, canyo"
31295,f,"sbird, altax"
31296,m,"sbird, altax"
31297,m,"parkc, deerv, canyo"
31298,f,"beavm, sbasn, solit"
31299,m,"sbird, altax"
31300,m,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31301,m,"powmo, solit, sbird, altax"
31302,f,"powmo, solit, sbird, altax"
31303,m,"parkc, deerv, canyo"
31304,f,"brton, sbird, altax, parkc, deerv, canyo"
31305,f,"beavm, sbasn, powmo"
31306,f,"sbasn, powmo, sbird, altax"
31307,f,"beavm, sbasn"
31308,f,"sbasn, powmo, sbird"
31309,f,"sbasn, powmo, solit, sbird"
31310,m,"powmo, solit, sbird"
31311,f,"sbasn, sbird"
31312,m,"sbird, altax"
31313,m,"sbird, altax"
31314,m,"parkc, deerv, canyo"
31315,m,"solit, sbird, altax"
31316,f,solit
31317,f,"solit, sbird, canyo"
31318,m,"beavm, sbasn, powmo, solit, sbird, altax"
31319,m,"sbird, altax"
31320,m,"powmo, sbird, altax, deerv"
31321,m,"beavm, solit, altax"
31322,m,"solit, brton, parkc"
31323,m,"sbird, altax"
31324,f,"powmo, solit, sbird, altax"
31325,f,"powmo, solit, sbird, altax"
31326,m,"solit, sbird, altax"
31328,f,"brton, sbird, altax"
31329,f,"parkc, deerv, canyo"
31330,f,"sbird, parkc, deerv, canyo"
31331,f,"powmo, solit, sbird, altax"
31332,f,"sbasn, parkc, deerv, canyo"
31333,f,"powmo, solit, sbird, altax"
31334,f,"beavm, powmo"
31335,m,"parkc, deerv, canyo"
31336,f,beavm
31337,f,"deerv, canyo"
31338,m,"sbasn, powmo"
31339,m,"sbasn, powmo, solit, sbird, parkc"
31340,f,"solit, sbird, altax"
31341,f,brton
31342,m,"sbasn, solit, sbird, altax"
31343,f,"parkc, deerv, canyo"
31344,m,"sbird, altax, parkc, deerv, canyo"
31345,f,"parkc, deerv, canyo"
31346,f,"sbasn, brton, sbird, altax, parkc"
31347,f,"beavm, sbasn, powmo, solit"
31348,m,"powmo, solit, sbird, altax"
31349,m,"beavm, sbasn, powmo, parkc"
31350,m,"sbasn, parkc, deerv, canyo"
31351,f,"sbasn, powmo, sbird, altax"
31352,m,"sbasn, powmo, sbird, altax, parkc"
31353,f,"solit, brton"
31354,m,"parkc, canyo"
31355,f,"beavm, sbasn, canyo"
31356,f,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31357,m,"powmo, canyo"
31358,f,"beavm, sbasn"
31359,m,"sbasn, sbird, altax"
31360,m,"solit, sbird, altax"
31361,m,"sbird, altax"
31362,m,"solit, sbird, altax"
31363,f,beavm
31364,f,"sbasn, powmo, sbird"
31365,m,"parkc, deerv, canyo"
31366,f,"solit, altax"
31368,f,"beavm, sbasn, powmo"
31369,m,"sbird, canyo"
31370,f,"sbasn, powmo, solit, brton, sbird"
31371,m,"sbasn, powmo, altax"
31372,m,"sbasn, powmo, altax, deerv"
31373,m,"solit, brton, sbird, parkc, deerv"
31374,m,"sbasn, powmo"
31375,m,"parkc, deerv, canyo"
31376,m,"sbird, altax"
31377,f,"parkc, deerv, canyo"
31378,f,"sbird, altax"
31379,m,"solit, brton, altax"
31380,f,"sbasn, powmo, sbird, altax, deerv, canyo"
31381,f,"sbasn, powmo, altax, parkc"
31382,m,"sbird, altax"
31383,m,"parkc, deerv, canyo"
31384,m,"sbasn, parkc, deerv, canyo"
31385,m,"sbasn, powmo, sbird, altax, canyo"
31386,m,"powmo, brton, sbird, altax, parkc, canyo"
31387,f,"beavm, powmo, brton, sbird"
31388,m,powmo
31389,m,"beavm, powmo"
31390,f,"sbird, altax"
31391,m,"sbird, parkc, canyo"
31392,f,"parkc, deerv, canyo"
31393,f,"powmo, solit, sbird, altax"
31394,m,"beavm, powmo, sbird, altax, deerv, canyo"
31395,f,"sbasn, powmo, sbird, altax"
31396,f,"solit, brton"
31397,m,powmo
31398,f,"powmo, solit, sbird, altax"
31399,m,"sbasn, powmo, solit, brton, sbird"
31400,f,"sbasn, powmo, sbird, altax"
31401,m,powmo
31402,f,"solit, sbird"
31403,m,"beavm, sbasn, powmo, brton"
31404,f,brton
31405,f,"sbasn, brton, altax, canyo"
31406,f,"sbasn, solit, brton, sbird"
31407,f,"powmo, solit, altax"
31408,m,powmo
31409,m,"sbasn, parkc, deerv, canyo"
31411,m,"solit, brton, altax, canyo"
31412,m,"deerv, canyo"
31413,f,"solit, sbird"
31414,f,"parkc, deerv, canyo"
31415,f,"beavm, sbasn, powmo, parkc"
31416,m,"sbasn, powmo, canyo"
31417,m,"sbasn, powmo, sbird, altax"
31418,f,"beavm, powmo"
31419,m,"sbasn, powmo, deerv"
31420,f,"brton, sbird, deerv"
31421,m,"sbasn, powmo, solit"
31422,m,"parkc, deerv, canyo"
31423,m,"solit, sbird, altax"
31424,m,"beavm, sbasn"
31425,m,"solit, parkc, deerv"
31426,f,solit
31427,m,"sbird, altax"
31428,f,"sbasn, powmo, solit, sbird, altax"
31429,f,"sbasn, brton, sbird, parkc"
31430,m,"sbird, altax"
31431,m,"parkc, deerv, canyo"
31432,f,"powmo, altax"
31433,f,"powmo, solit, brton, sbird, altax"
31434,f,"sbird, altax"
31435,f,"parkc, deerv, canyo"
31437,m,"sbasn, powmo, solit, altax, parkc, deerv"
31438,f,"sbasn, parkc, deerv, canyo"
31439,m,"beavm, powmo"
31440,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
31441,m,"powmo, solit, sbird, altax"
31442,m,"sbasn, powmo, solit, brton, parkc"
31443,m,"parkc, deerv, canyo"
31444,f,brton
31445,f,"parkc, canyo"
31446,m,"parkc, deerv, canyo"
31447,f,powmo
31448,m,"powmo, solit, sbird, altax"
31449,m,"brton, sbird"
31450,m,"sbasn, powmo"
31451,f,"solit, sbird, altax, canyo"
31452,m,"beavm, powmo, sbird"
31453,f,"sbasn, powmo, brton, sbird, deerv"
31454,m,"powmo, solit, altax"
31455,m,"sbasn, powmo, solit, sbird, altax"
31456,m,"solit, brton, altax, canyo"
31457,f,"solit, brton, deerv"
31458,m,"solit, altax"
31459,m,"powmo, altax, canyo"
31460,f,brton
31461,f,"sbasn, powmo, solit, sbird, altax"
31462,f,"sbasn, solit, altax"
31463,m,"parkc, deerv, canyo"
31464,f,"sbasn, brton"
31465,m,"sbasn, parkc, deerv, canyo"
31466,f,"sbasn, powmo, sbird"
31467,f,"sbasn, powmo, brton, altax"
31468,f,"solit, sbird, altax"
31469,m,"deerv, canyo"
31470,f,"sbasn, parkc, deerv, canyo"
31471,f,"parkc, deerv, canyo"
31472,f,"sbird, altax"
31473,m,"beavm, sbasn, powmo, sbird"
31474,m,sbird
31475,m,"sbird, altax"
31476,m,"beavm, sbasn, powmo, solit"
31477,m,"sbasn, powmo, parkc"
31478,f,"beavm, powmo"
31479,m,"powmo, sbird, altax"
31480,f,"sbasn, solit, brton"
31481,m,parkc
31482,f,"sbird, altax"
