id,host_id,host_is_superhost,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,availability_365,minimum_nights,room_type,accommodates,bedrooms,beds,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,avg_air_quality,days_as_host,bathrooms,short_term
28952938.0,45101594,1,48,1,1,50,District 17,294,2,Entire home/apt,6,2.0,3.0,277.0,285,4.14,4.99,5.0,4.97,4.96,4.99,4.99,4.88,1.7320776255707762,3240,2.0,1
28980404.0,101426897,1,210,1,1,239,District 17,264,2,Entire home/apt,10,4.0,6.0,366.0,159,2.29,4.92,4.95,4.85,4.92,4.97,4.9,4.88,1.7320776255707762,2843,3.5,1
28983320.0,2655902,0,2,1,1,13,District 21,83,1,Private room,2,1.0,1.0,68.0,198,2.87,4.76,4.89,4.93,4.94,4.88,4.34,4.73,1.7320776255707762,4436,2.0,1
28987936.0,96561442,0,1,1,1,2,District 15,113,2,Entire home/apt,4,2.0,2.0,107.0,301,4.38,4.72,4.81,4.59,4.94,4.96,4.87,4.78,1.7320776255707762,2875,1.0,1
29003171.0,193757773,1,8,1,1,11,District 21,86,1,Private room,2,1.0,1.0,57.0,176,2.54,4.7,4.84,4.86,4.94,4.93,4.16,4.55,1.7320776255707762,2256,1.0,1
29003604.0,2655902,0,2,1,1,13,District 21,85,1,Private room,2,1.0,1.0,49.0,181,2.63,4.68,4.8,4.86,4.9,4.86,4.2,4.66,1.7320776255707762,4436,1.0,1
29009493.0,70706732,1,1,1,1,1,District 17,146,1,Entire home/apt,4,1.0,1.0,149.0,333,4.79,4.93,4.94,4.89,4.93,4.96,4.86,4.89,1.7320776255707762,3016,1.0,1
29039559.0,120122936,1,3,1,1,3,District 6,270,1,Entire home/apt,2,1.0,1.0,71.0,413,5.95,4.88,4.94,4.91,4.98,4.97,4.91,4.87,1.7320776255707762,2708,1.0,1
29056520.0,45101594,1,48,1,1,50,District 17,292,2,Entire home/apt,4,1.0,2.0,143.0,261,3.77,4.96,4.97,4.92,4.98,4.98,5.0,4.87,1.7320776255707762,3240,1.0,1
29072818.0,11865937,1,1,1,1,1,District 6,168,2,Entire home/apt,6,2.0,4.0,190.0,154,2.23,4.96,4.95,4.97,4.94,4.97,4.9,4.88,1.7320776255707762,3840,1.0,1
29103540.0,80372333,1,1,1,1,5,District 13,11,30,Entire home/apt,4,2.0,2.0,65.0,19,0.3,4.74,4.68,4.68,5.0,4.95,4.84,4.68,1.7204337899543378,2964,1.0,0
29127695.0,101426897,1,210,1,1,239,District 21,217,2,Entire home/apt,10,3.0,8.0,228.0,128,1.85,4.55,4.73,4.52,4.82,4.84,3.63,4.57,1.7320776255707762,2843,2.5,1
29156646.0,48273583,1,1,1,1,1,District 11,278,1,Private room,2,1.0,1.0,63.0,725,10.45,4.95,4.97,4.98,4.98,4.98,4.91,4.95,1.7204337899543378,3199,1.0,1
29185445.0,159458654,1,3,1,1,3,District 19,129,2,Entire home/apt,2,1.0,2.0,273.0,290,4.31,4.96,4.93,4.96,4.98,4.98,4.96,4.84,1.7320776255707762,2453,1.0,1
29210307.0,72156,1,4,1,1,4,District 19,289,2,Entire home/apt,10,3.0,6.0,331.0,41,0.6,4.93,4.96,4.96,5.0,4.91,4.61,4.78,1.7320776255707762,5314,3.5,1
29218046.0,99579081,1,1,1,1,1,District 6,69,1,Entire home/apt,3,1.0,1.0,81.0,177,2.56,4.84,4.91,4.79,4.92,4.88,4.83,4.81,1.7320776255707762,2855,1.0,1
29237501.0,206006183,1,30,1,1,32,District 17,356,2,Entire home/apt,12,4.0,13.0,358.0,204,2.95,4.93,4.87,4.84,4.97,4.99,4.93,4.85,1.7320776255707762,2202,4.0,1
29252987.0,107559785,0,4,1,1,172,District 15,269,1,Entire home/apt,4,1.0,0.0,,1,0.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.7320776255707762,2791,1.0,1
29261515.0,39323330,0,4,1,1,6,District 19,248,2,Entire home/apt,9,3.0,3.0,364.0,306,4.46,4.98,4.98,4.94,4.98,4.99,4.95,4.95,1.7320776255707762,3304,1.5,1
29337128.0,101769523,1,5,1,1,6,District 17,323,1,Entire home/apt,12,4.0,9.0,171.0,86,1.37,5.0,4.91,4.98,4.98,5.0,4.93,4.93,1.7320776255707762,2840,4.0,1
29354867.0,33228196,1,1,1,1,6,District 29,309,1,Private room,10,3.0,5.0,80.0,286,4.41,4.94,4.92,4.97,4.98,4.98,4.92,4.94,1.700799086757991,3376,1.0,1
29380601.0,56772039,1,3,1,1,3,District 16,140,30,Entire home/apt,4,2.0,0.0,,50,0.73,5.0,4.96,4.92,5.0,5.0,4.9,4.96,1.7320776255707762,3113,1.0,0
29384677.0,210538243,1,4,1,1,4,District 31,294,30,Private room,1,1.0,1.0,58.0,14,0.21,5.0,5.0,4.93,5.0,5.0,5.0,5.0,1.700799086757991,2181,1.0,0
29385968.0,28658845,1,1,1,1,1,District 6,294,3,Entire home/apt,10,3.0,7.0,332.0,88,1.43,4.99,5.0,4.99,4.98,4.99,4.95,4.97,1.7320776255707762,3447,3.5,1
29389215.0,104850762,0,25,1,1,25,District 21,325,2,Entire home/apt,15,4.0,0.0,,115,1.68,4.77,4.7,4.7,4.83,4.88,4.7,4.63,1.7320776255707762,2816,2.5,1
29389616.0,104850762,0,25,1,1,25,District 21,322,2,Entire home/apt,15,4.0,0.0,,114,1.67,4.66,4.68,4.6,4.88,4.85,4.46,4.55,1.7320776255707762,2816,2.5,1
29416446.0,139502659,0,1,1,0,1,District 2,365,30,Private room,2,1.0,1.0,56.0,5,0.07,5.0,5.0,5.0,5.0,5.0,5.0,4.8,1.7320776255707762,2587,1.5,0
29438857.0,74613311,0,4,1,1,4,District 26,0,1,Entire home/apt,2,1.0,0.0,,369,5.38,4.89,4.94,4.95,4.97,4.95,4.91,4.87,1.6940639269406392,2993,1.0,1
29480719.0,157362828,1,9,1,1,11,District 19,121,2,Entire home/apt,6,2.0,3.0,118.0,150,2.2,4.84,4.98,4.85,4.99,4.99,4.8,4.85,1.7320776255707762,2469,1.0,1
29487235.0,5324006,0,1,1,1,1,District 19,128,1,Entire home/apt,7,3.0,4.0,172.0,4,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.7320776255707762,4175,1.0,1
29492548.0,157362828,1,9,1,1,11,District 19,147,2,Entire home/apt,6,2.0,3.0,116.0,181,2.65,4.86,4.96,4.89,4.97,4.98,4.73,4.85,1.7320776255707762,2469,1.0,1
29511447.0,101426897,1,210,1,1,239,District 19,282,2,Entire home/apt,10,3.0,0.0,,141,2.05,4.81,4.86,4.66,4.94,4.94,4.96,4.79,1.7320776255707762,2843,2.0,1
29543248.0,157362828,1,9,1,1,11,District 19,125,2,Entire home/apt,6,2.0,3.0,124.0,147,2.14,4.94,4.97,4.93,4.99,4.95,4.79,4.9,1.7320776255707762,2469,1.0,1
29594945.0,55055577,1,2,1,1,2,District 6,40,2,Private room,2,1.0,1.0,150.0,129,1.95,4.93,4.96,4.99,4.96,4.98,4.91,4.85,1.7320776255707762,3126,1.0,1
29597526.0,61854838,1,1,1,1,1,District 21,158,2,Entire home/apt,10,5.0,9.0,408.0,13,1.03,4.85,4.85,4.92,4.77,4.85,4.62,4.92,1.7320776255707762,3077,3.5,1
29604917.0,2622999,1,1,1,1,1,District 21,167,1,Entire home/apt,10,3.0,6.0,192.0,91,3.64,4.98,4.92,4.91,4.99,5.0,4.52,4.89,1.7320776255707762,4440,2.0,1
29629140.0,214721166,1,2,1,1,2,District 22,129,2,Private room,2,1.0,1.0,52.0,131,2.04,4.99,4.98,4.98,4.98,5.0,4.92,4.99,1.6659817351598174,2159,1.0,1
29684363.0,223402751,1,2,1,1,2,District 11,77,1,Private room,1,1.0,1.0,54.0,149,2.18,4.91,4.94,4.95,4.93,4.94,4.81,4.92,1.7204337899543378,2109,1.0,1
29685037.0,223402751,1,2,1,1,2,District 11,83,1,Private room,1,1.0,1.0,54.0,136,2.0,4.88,4.92,4.95,4.94,4.94,4.79,4.88,1.7204337899543378,2109,1.0,1
29689085.0,145682409,1,1,1,1,2,District 17,171,2,Entire home/apt,10,3.0,0.0,,50,0.73,4.98,5.0,4.95,4.86,4.95,5.0,4.86,1.7320776255707762,2553,3.5,1
29692044.0,14448697,0,14,1,1,14,District 19,264,2,Entire home/apt,12,4.0,0.0,,45,0.7,4.93,4.76,4.82,4.89,4.91,4.98,4.82,1.7320776255707762,3765,3.5,1
29705296.0,197082329,1,17,1,1,39,District 19,312,1,Private room,4,2.0,0.0,,962,14.21,4.83,4.91,4.88,4.86,4.89,4.92,4.73,1.7320776255707762,2240,1.0,1
29758241.0,7845627,0,1,1,1,1,District 6,326,2,Entire home/apt,2,1.0,1.0,103.0,163,2.44,4.9,4.93,4.96,5.0,4.96,4.89,4.82,1.7320776255707762,4026,1.0,1
29777437.0,74613311,0,4,1,1,4,District 26,106,2,Entire home/apt,6,3.0,0.0,,116,1.74,4.96,4.97,4.89,4.96,4.91,4.91,4.9,1.6940639269406392,2993,1.0,1
29818977.0,22066344,1,4,1,1,4,District 17,0,2,Entire home/apt,12,4.0,0.0,,142,2.11,4.89,4.92,4.7,4.96,4.96,4.95,4.85,1.7320776255707762,3598,2.0,1
29828980.0,28766725,1,1,1,1,1,District 6,291,2,Entire home/apt,4,1.0,1.0,155.0,243,3.58,4.97,4.99,4.97,4.97,4.99,4.97,4.95,1.7320776255707762,3445,1.0,1
29852198.0,61424583,1,1,1,0,1,District 17,323,3,Entire home/apt,8,3.0,4.0,556.0,77,1.21,4.96,4.99,4.94,4.99,4.99,4.96,4.87,1.7320776255707762,3080,4.0,1
29856178.0,46963740,1,1,1,1,1,District 5,0,2,Entire home/apt,10,3.0,0.0,,159,2.71,4.92,4.94,4.87,4.99,4.94,4.84,4.87,1.7320776255707762,3216,3.5,1
29883619.0,227647788,0,2,1,1,5,District 7,354,3,Entire home/apt,8,3.0,3.0,278.0,168,2.49,4.77,4.87,4.66,4.96,4.95,4.91,4.81,1.7320776255707762,2082,3.0,1
29884582.0,44039875,1,4,1,1,4,District 19,84,2,Entire home/apt,4,1.0,2.0,269.0,139,2.04,4.9,4.99,4.94,4.94,4.91,4.94,4.82,1.7320776255707762,3253,1.0,1
29884627.0,36209073,1,1,1,1,1,District 5,72,1,Entire home/apt,6,1.0,3.0,86.0,790,11.83,4.9,4.93,4.98,4.99,4.99,4.85,4.86,1.7320776255707762,3338,1.0,1
29898109.0,31762288,0,1,1,1,1,District 6,54,2,Entire home/apt,2,0.0,1.0,366.0,53,0.81,5.0,5.0,4.98,4.98,5.0,5.0,4.92,1.7320776255707762,3396,1.0,1
29899182.0,224824154,1,3,1,1,3,District 20,98,2,Entire home/apt,4,2.0,2.0,133.0,354,5.3,4.91,4.94,4.95,4.9,4.96,4.7,4.85,1.7320776255707762,2100,1.0,1
29899487.0,171176713,1,10,1,1,14,District 19,132,1,Entire home/apt,6,2.0,3.0,146.0,228,3.33,4.86,4.92,4.89,4.92,4.92,4.94,4.74,1.7320776255707762,2380,2.0,1
29919347.0,180227118,1,1,1,0,1,District 19,204,1,Entire home/apt,4,1.0,1.0,117.0,443,6.48,4.8,4.87,4.89,4.72,4.76,4.84,4.78,1.7320776255707762,2330,1.0,1
29923906.0,29272515,1,1,1,1,1,District 21,161,1,Entire home/apt,4,1.0,2.0,120.0,256,4.16,4.93,4.95,4.89,4.95,4.97,4.69,4.82,1.7320776255707762,3436,1.0,1
