id,host_id,host_is_superhost,calculated_host_listings_count,host_has_profile_pic,host_identity_verified,host_listings_count,neighbourhood_cleansed,availability_365,minimum_nights,room_type,accommodates,bedrooms,beds,price,number_of_reviews,reviews_per_month,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,avg_air_quality,days_as_host,bathrooms,short_term
1840652.0,2066370,1,1,1,1,10,District 21,157,1,Entire home/apt,10,3.0,6.0,325.0,190,1.47,4.77,4.81,4.88,4.94,4.93,4.39,4.74,1.7320776255707762,4510,2.0,1
1951714.0,7720839,0,1,1,1,4,District 17,89,1,Shared room,3,2.0,1.0,500.0,7,0.05,4.86,4.86,4.86,5.0,5.0,4.86,5.0,1.7320776255707762,4032,1.0,1
1954040.0,8196681,1,1,1,1,1,District 7,308,1,Private room,2,1.0,1.0,68.0,454,3.56,4.91,4.91,4.8,4.96,4.98,4.86,4.9,1.7320776255707762,4010,1.0,1
2083878.0,10643952,1,2,1,1,2,District 19,223,1,Entire home/apt,5,2.0,2.0,113.0,665,5.21,4.84,4.91,4.93,4.92,4.85,4.73,4.85,1.7320776255707762,3889,1.5,1
2138177.0,6521193,1,1,1,1,1,District 6,121,1,Entire home/apt,4,1.0,2.0,140.0,467,3.7,4.97,4.97,4.98,4.98,4.96,4.68,4.9,1.7320776255707762,4096,1.0,1
2181743.0,7073590,1,18,1,1,19,District 6,325,1,Entire home/apt,10,3.0,4.0,253.0,647,5.27,4.94,4.96,4.96,4.96,4.97,4.95,4.88,1.7320776255707762,4064,2.0,1
2261942.0,11550460,1,1,1,1,1,District 5,280,2,Private room,2,1.0,1.0,82.0,738,5.96,4.92,4.94,4.8,4.98,4.97,4.9,4.91,1.7320776255707762,3851,1.0,1
2288174.0,11697248,1,2,1,1,2,District 25,10,3,Entire home/apt,6,3.0,5.0,350.0,1,0.01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.7320776255707762,3846,2.0,1
2316288.0,7428690,1,3,1,1,3,District 6,350,2,Entire home/apt,10,3.0,5.0,171.0,339,3.11,4.93,4.93,4.95,4.98,4.96,4.91,4.84,1.7320776255707762,4046,3.0,1
2372334.0,1567001,1,4,1,1,11,District 6,0,30,Private room,2,0.0,0.0,,49,0.39,4.96,4.94,4.92,5.0,4.98,4.94,4.88,1.7320776255707762,4600,1.0,0
2396505.0,12098481,0,1,1,1,1,District 18,266,3,Entire home/apt,8,4.0,0.0,,88,0.71,4.99,5.0,5.0,4.98,5.0,4.97,4.8,1.7320776255707762,3833,3.5,1
2473234.0,12649085,1,1,1,1,1,District 6,309,4,Entire home/apt,2,1.0,1.0,82.0,170,1.36,4.98,4.98,4.99,4.99,5.0,4.9,4.96,1.7320776255707762,3815,1.0,1
2479230.0,2800334,1,2,1,1,2,District 19,326,30,Entire home/apt,4,2.0,2.0,105.0,101,0.83,4.96,4.98,4.89,4.98,4.96,4.89,4.88,1.7320776255707762,4421,1.0,0
2521338.0,812128,1,9,1,1,19,District 12,180,30,Private room,1,1.0,1.0,35.0,3,0.03,4.67,4.33,3.67,5.0,5.0,5.0,4.0,1.7204337899543378,4776,1.0,0
2581896.0,13221453,1,3,1,0,3,District 6,185,1,Entire home/apt,4,1.0,1.0,109.0,274,2.2,4.94,4.97,4.96,4.97,4.98,4.92,4.91,1.7320776255707762,3797,1.0,1
2666769.0,457460890,0,11,1,1,11,District 21,314,1,Entire home/apt,4,1.0,3.0,129.0,766,6.42,4.96,4.96,4.98,4.97,4.98,4.95,4.92,1.7320776255707762,827,1.0,1
2694882.0,13221453,1,3,1,0,3,District 6,178,1,Entire home/apt,4,1.0,1.0,117.0,289,2.32,4.95,4.94,4.94,4.98,5.0,4.9,4.89,1.7320776255707762,3797,1.0,1
2699594.0,1099118,1,1,1,1,1,District 19,315,2,Entire home/apt,4,1.0,2.0,236.0,236,1.97,4.94,4.93,4.84,4.94,4.96,4.99,4.83,1.7320776255707762,4725,1.5,1
2710049.0,22296,1,6,1,1,15,District 12,325,30,Private room,1,1.0,1.0,34.0,11,0.09,4.73,4.64,4.55,4.6,4.6,4.6,4.7,1.7204337899543378,5529,1.0,0
2726453.0,2275056,0,5,1,1,8,District 18,3,2,Entire home/apt,6,2.0,3.0,249.0,236,1.96,4.75,4.76,4.76,4.91,4.83,4.91,4.79,1.7320776255707762,4481,2.0,1
2743820.0,5443095,1,1,1,1,2,District 7,263,30,Entire home/apt,4,2.0,3.0,100.0,93,0.76,4.75,4.8,4.84,4.9,4.92,4.71,4.78,1.7320776255707762,4166,1.0,0
2802925.0,14336050,1,1,1,1,1,District 24,206,2,Entire home/apt,4,1.0,2.0,148.0,20,1.45,5.0,4.95,5.0,5.0,5.0,4.95,4.85,1.7320776255707762,3768,1.0,1
2824336.0,14448697,0,14,1,1,14,District 19,350,2,Entire home/apt,12,3.0,0.0,,183,1.5,4.86,4.85,4.88,4.94,4.88,4.9,4.72,1.7320776255707762,3765,2.0,1
2906844.0,6117864,1,1,1,0,1,District 6,117,2,Entire home/apt,2,0.0,2.0,104.0,569,4.63,4.9,4.96,4.93,4.94,4.95,4.89,4.88,1.7320776255707762,4121,1.0,1
2908364.0,14858294,1,1,1,1,1,District 15,296,3,Entire home/apt,12,4.0,8.0,705.0,47,0.39,4.91,4.89,4.87,5.0,4.96,4.91,4.89,1.7320776255707762,3755,3.0,1
2909345.0,14863542,1,1,1,1,1,District 20,0,1,Entire home/apt,8,3.0,4.0,172.0,73,0.59,4.93,4.99,4.96,4.97,4.97,4.72,4.85,1.7320776255707762,3755,2.0,1
2931998.0,5151272,0,1,1,0,1,District 6,58,3,Entire home/apt,2,1.0,1.0,299.0,98,0.85,4.96,4.96,5.0,4.99,4.96,4.95,4.93,1.7320776255707762,4188,1.0,1
